Year,Team,Player,G,W,L,IP,ERA,FIP,WHIP,K%,BB%,HR/9,BABIP,V_R_ERA,V_R_WHIP,V_R_AVG,V_R_OBP,V_L_ERA,V_L_WHIP,V_L_AVG,V_L_OBP
2025,LG,치리노스,30,13,6,177.0,3.31,3.13,1.18,18.6,4.9,0.25,0.31,3.12,1.05,0.238,0.284,3.69,1.36,0.271,0.318
2025,LG,임찬규,27,11,7,160.1,3.03,3.82,1.27,16.0,6.0,0.51,0.306,3.06,1.29,0.282,0.324,3.05,1.28,0.251,0.31
2025,LG,손주영,30,11,6,153.0,3.41,3.49,1.32,20.5,7.6,0.47,0.325,3.48,1.44,0.279,0.347,3.12,1.15,0.242,0.284
2025,LG,송승기,28,11,6,144.0,3.5,4.1,1.38,19.9,7.8,0.94,0.309,3.6,1.34,0.261,0.314,3.4,1.42,0.26,0.325
2025,LG,김영우,66,3,2,60.0,2.4,3.64,1.32,22.0,11.8,0.3,0.296,1.95,1.21,0.207,0.308,3.08,1.44,0.253,0.351
2025,LG,톨허스트,8,6,2,44.0,2.86,3.21,1.25,24.5,8.7,0.41,0.314,3.43,1.38,0.241,0.333,2.45,1.18,0.244,0.3
2025,LG,에르난데스,14,4,4,66.0,4.23,3.82,1.17,26.4,8.7,0.96,0.275,3.91,1.22,0.215,0.318,4.26,1.13,0.229,0.284
2025,LG,유영찬,39,2,2,41.0,2.63,3.2,1.32,29.4,13.0,0.44,0.302,2.77,1.0,0.17,0.267,2.51,1.88,0.259,0.403
2025,LG,장현식,56,3,3,49.2,4.35,4.58,1.73,16.2,9.0,0.73,0.374,3.42,1.73,0.327,0.394,3.86,1.56,0.291,0.365
2025,LG,박명근,44,3,4,38.2,4.89,5.09,1.34,17.9,9.5,1.16,0.282,4.94,1.31,0.25,0.347,4.4,1.33,0.231,0.328
2025,LG,이정용,39,6,1,34.0,5.03,4.37,1.29,18.7,8.6,0.79,0.305,4.86,1.26,0.23,0.319,4.86,1.26,0.271,0.338
2025,LG,김진성,78,6,4,70.2,3.44,3.91,1.2,21.6,8.2,0.89,0.277,2.56,0.91,0.206,0.236,4.75,1.55,0.27,0.353
2025,LG,이우찬,23,0,1,19.0,1.89,3.81,1.42,23.3,16.3,0.0,0.26,1.23,1.5,0.207,0.343,2.7,1.4,0.194,0.326
2025,LG,김강률,12,1,0,12.1,1.46,4.43,1.22,17.6,15.7,0.0,0.212,1.59,1.41,0.222,0.391,1.35,0.9,0.087,0.222
2025,LG,최채흥,13,0,1,29.0,5.28,4.99,1.69,15.9,10.6,0.93,0.344,5.02,1.67,0.281,0.373,5.93,1.54,0.288,0.362
2025,LG,임준형,5,0,0,4.2,1.93,4.22,1.29,11.1,11.1,0.0,0.308,0.0,2.4,0.429,0.5,4.5,1.0,0.167,0.286
2025,LG,백승현,33,1,0,30.0,3.9,5.45,1.87,18.5,19.2,0.6,0.302,3.06,1.92,0.275,0.412,4.38,1.7,0.2,0.362
2025,LG,배재준,14,0,0,13.0,5.54,4.11,1.23,25.0,12.5,0.69,0.242,3.86,0.57,0.13,0.16,7.5,2.0,0.25,0.419
2025,LG,우강훈,11,0,0,9.2,4.66,5.27,1.86,10.9,13.0,0.0,0.364,0.0,1.42,0.238,0.407,13.5,2.7,0.438,0.474
2025,LG,이종준,2,0,0,1.2,0.0,2.84,0.6,33.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.333
2025,LG,박시원,2,0,0,1.1,13.5,15.92,3.75,0.0,55.6,0.0,0.0,0.0,3.0,0.0,0.5,27.0,3.0,0.0,0.5
2025,LG,이지강,43,1,2,47.1,5.32,4.55,1.56,18.5,11.4,0.76,0.322,4.13,1.16,0.221,0.287,7.64,2.32,0.351,0.457
2025,LG,김주온,1,0,1,0.1,27.0,34.82,6.0,20.0,40.0,0.0,,,,,1.0,27.0,6.0,0.0,0.75
2025,LG,코엔 윈,5,1,1,23.0,7.04,6.37,1.39,7.5,3.7,1.57,0.286,5.91,1.22,0.267,0.353,8.74,1.5,0.311,0.347
2025,LG,함덕주,31,2,3,27.0,6.0,4.09,1.19,23.0,15.9,0.33,0.203,5.14,1.29,0.18,0.3,7.11,1.03,0.135,0.277
2025,LG,김진수,4,0,0,5.0,9.0,6.32,2.4,22.2,3.7,3.6,0.5,6.0,2.0,0.357,0.4,9.0,2.5,0.455,0.455
2025,LG,김종운,2,0,0,1.2,5.4,15.2,1.2,28.6,0.0,10.8,0.0,0.0,1.5,0.333,0.333,9.0,1.0,0.25,0.25
2025,LG,정우영,4,0,0,2.2,20.25,11.57,1.88,23.1,30.8,3.38,0.0,21.6,1.2,0.2,0.429,0.0,2.0,0.0,0.4
2025,LG,김유영,6,0,0,4.1,12.46,4.73,2.77,19.2,15.4,0.0,0.533,9.0,3.5,0.333,0.538,13.5,2.0,0.444,0.5
2025,LG,성동현,12,0,0,9.0,9.0,8.1,2.11,13.3,20.0,2.0,0.296,12.71,2.12,0.304,0.429,3.0,2.33,0.273,0.467
2025,삼성,후라도,30,15,8,197.1,2.6,3.79,1.08,18.1,4.6,0.78,0.275,2.42,1.03,0.228,0.272,2.51,1.13,0.252,0.287
2025,삼성,원태인,27,12,4,166.2,3.24,4.36,1.1,16.1,4.0,1.08,0.275,4.11,1.12,0.256,0.291,2.29,1.1,0.248,0.287
2025,삼성,가라비토,15,4,4,78.1,2.64,3.91,1.19,25.7,11.3,0.69,0.263,2.25,0.98,0.174,0.265,2.75,1.33,0.208,0.335
2025,삼성,최원태,27,8,7,124.1,4.92,4.59,1.44,19.7,9.2,0.94,0.322,4.31,1.3,0.275,0.338,5.34,1.5,0.26,0.355
2025,삼성,백정현,29,2,0,32.1,1.95,2.78,0.8,24.2,5.5,0.28,0.212,2.3,1.02,0.196,0.254,1.72,0.57,0.143,0.186
2025,삼성,김태훈,73,2,6,66.1,4.48,3.87,1.39,25.8,9.1,1.09,0.33,4.89,1.37,0.258,0.331,3.6,1.33,0.241,0.313
2025,삼성,레예스,10,4,3,50.0,4.14,4.32,1.26,16.3,5.6,0.9,0.293,4.95,1.35,0.253,0.315,2.79,1.03,0.238,0.281
2025,삼성,양창섭,33,3,3,63.0,3.43,4.12,1.37,16.3,6.9,0.43,0.325,2.97,1.26,0.262,0.343,4.13,1.55,0.306,0.365
2025,삼성,배찬승,65,2,3,50.2,3.91,4.02,1.66,24.5,14.6,0.53,0.353,5.48,1.64,0.263,0.385,2.22,1.45,0.226,0.333
2025,삼성,김재윤,63,4,7,57.2,4.99,4.84,1.21,17.8,5.4,1.56,0.272,3.98,1.2,0.258,0.291,5.04,1.2,0.239,0.297
2025,삼성,이승민,62,3,2,64.1,3.78,4.18,1.35,18.9,9.3,0.7,0.298,5.67,1.59,0.294,0.361,1.53,1.05,0.185,0.279
2025,삼성,이재익,7,1,0,7.1,1.23,2.75,1.36,19.4,6.5,0.0,0.348,0.0,1.29,0.222,0.3,1.8,1.4,0.3,0.333
2025,삼성,이재희,11,0,2,9.0,3.0,3.2,1.33,23.1,12.8,0.0,0.28,3.6,1.4,0.211,0.318,2.7,1.5,0.231,0.333
2025,삼성,김대호,11,0,1,21.0,5.14,5.79,1.9,18.1,14.3,1.29,0.333,4.85,1.77,0.294,0.377,3.86,1.71,0.185,0.371
2025,삼성,양현,4,0,0,3.1,0.0,6.05,1.5,6.7,20.0,0.0,0.182,0.0,0.86,0.0,0.222,0.0,3.0,0.4,0.5
2025,삼성,황동재,15,0,1,20.2,6.97,4.31,1.98,21.2,13.5,0.44,0.4,5.54,1.23,0.24,0.309,9.0,3.43,0.4,0.543
2025,삼성,송은범,5,0,0,6.0,4.5,4.69,2.0,7.1,10.7,0.0,0.409,5.06,1.69,0.368,0.429,0.0,9.0,0.5,0.6
2025,삼성,이상민,1,0,0,1.0,0.0,1.42,2.0,20.0,0.0,0.0,0.5,0.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0
2025,삼성,최성훈,2,0,0,1.0,9.0,4.62,2.0,20.0,20.0,0.0,0.333,0.0,0.0,0.0,0.0,27.0,6.0,0.5,0.667
2025,삼성,육선엽,27,0,1,28.2,5.34,6.6,1.64,14.3,18.0,1.26,0.229,3.45,1.6,0.2,0.362,7.62,1.69,0.235,0.361
2025,삼성,이호성,58,7,4,55.1,6.34,4.1,1.5,27.4,11.5,1.14,0.331,5.22,1.47,0.259,0.341,7.2,1.48,0.238,0.328
2025,삼성,홍원표,2,0,1,2.0,4.5,5.87,2.5,8.3,16.7,0.0,0.429,0.0,6.0,0.5,0.75,5.4,1.8,0.4,0.429
2025,삼성,임창민,16,1,0,13.0,4.85,9.06,1.85,9.5,11.1,3.46,0.279,5.4,2.1,0.379,0.441,4.76,1.59,0.227,0.346
2025,삼성,오승환,12,0,0,9.0,8.0,4.36,2.0,15.6,6.7,1.0,0.412,3.38,1.5,0.273,0.333,9.82,2.45,0.444,0.45
2025,삼성,정민성,1,0,1,1.0,36.0,10.32,3.0,0.0,0.0,0.0,0.6,99.99,99.99,1.0,1.0,9.0,1.0,0.333,0.5
2025,삼성,최충연,4,0,0,1.2,37.8,15.32,5.4,6.7,13.3,5.4,0.6,27.0,3.0,0.5,0.5,81.0,15.0,0.75,0.857
2025,SSG,앤더슨,30,12,7,171.2,2.25,2.37,1.0,35.3,7.3,0.68,0.29,2.0,1.01,0.196,0.268,2.6,1.01,0.194,0.261
2025,SSG,화이트,24,11,4,134.2,2.87,3.38,1.15,24.4,7.8,0.6,0.283,3.12,1.16,0.216,0.291,2.35,1.11,0.22,0.287
2025,SSG,조병현,69,5,4,67.1,1.6,2.63,0.89,31.0,7.1,0.67,0.243,2.02,0.98,0.185,0.255,1.24,0.79,0.167,0.213
2025,SSG,노경은,77,3,6,80.0,2.14,3.05,1.06,21.3,7.8,0.23,0.272,2.21,1.04,0.229,0.277,1.55,1.03,0.196,0.274
2025,SSG,이로운,75,6,5,77.0,1.99,3.77,1.06,21.6,8.5,0.82,0.243,1.95,1.08,0.212,0.274,1.89,1.03,0.197,0.267
2025,SSG,김민,70,5,2,63.2,2.97,3.83,1.21,24.4,6.4,0.99,0.317,2.28,1.06,0.236,0.289,4.58,1.53,0.289,0.372
2025,SSG,김광현,28,10,10,144.0,5.0,3.77,1.49,21.7,7.9,0.81,0.355,5.63,1.5,0.293,0.349,4.15,1.31,0.264,0.316
2025,SSG,문승원,23,4,7,105.1,5.13,5.58,1.4,13.5,8.4,1.37,0.285,4.94,1.37,0.285,0.342,5.32,1.45,0.264,0.343
2025,SSG,김건우,35,5,4,66.0,3.82,4.37,1.55,22.6,16.3,0.27,0.295,2.21,1.18,0.17,0.298,6.26,2.09,0.286,0.445
2025,SSG,최민준,40,2,2,65.2,3.97,4.65,1.46,15.3,8.4,0.82,0.325,2.88,1.4,0.291,0.35,5.16,1.55,0.293,0.362
2025,SSG,전영준,34,1,5,52.2,4.61,4.26,1.41,24.1,11.4,0.85,0.321,4.85,1.21,0.18,0.333,3.32,1.66,0.322,0.375
2025,SSG,김택형,25,0,0,22.2,2.78,4.21,1.28,14.7,10.5,0.0,0.284,4.32,1.2,0.25,0.314,1.93,1.36,0.229,0.362
2025,SSG,박시후,52,6,2,52.1,3.27,5.45,1.41,14.7,12.6,0.86,0.258,3.6,1.3,0.231,0.318,3.38,1.6,0.252,0.382
2025,SSG,한두솔,44,2,0,36.1,4.95,4.06,1.79,16.0,11.2,0.25,0.378,6.75,1.95,0.34,0.413,4.03,1.66,0.295,0.38
2025,SSG,박기호,18,0,0,24.0,3.0,6.59,1.46,11.8,10.9,1.13,0.282,3.07,1.36,0.291,0.412,3.24,1.56,0.25,0.382
2025,SSG,송영진,21,2,5,63.1,5.83,5.89,1.71,13.9,10.8,1.42,0.333,7.63,1.92,0.344,0.418,3.72,1.59,0.287,0.368
2025,SSG,신지환,1,0,0,1.0,0.0,4.62,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,SSG,김성민,2,1,0,0.2,0.0,13.52,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.99,,1.0
2025,SSG,최현석,13,0,0,17.1,6.23,7.24,1.56,14.3,7.8,2.6,0.302,3.24,1.68,0.361,0.41,9.72,1.56,0.258,0.361
2025,SSG,서진용,2,0,0,1.1,6.75,11.12,3.0,0.0,42.9,0.0,0.25,0.0,0.75,0.0,0.25,99.99,99.99,1.0,1.0
2025,SSG,박종훈,5,0,2,19.0,7.11,8.98,1.74,11.1,20.0,1.9,0.212,5.87,1.7,0.192,0.417,7.59,1.88,0.263,0.451
2025,SSG,정동윤,12,0,0,17.1,8.31,5.06,1.9,20.7,14.6,1.04,0.38,8.1,1.7,0.289,0.378,9.0,2.29,0.345,0.457
2025,롯데,데이비슨,22,10,5,123.1,3.65,3.85,1.39,22.5,9.1,0.73,0.329,4.48,1.39,0.258,0.344,2.08,1.41,0.267,0.326
2025,롯데,나균안,28,3,7,137.1,3.87,4.22,1.41,19.3,8.3,0.85,0.317,3.58,1.26,0.242,0.318,4.35,1.62,0.302,0.354
2025,롯데,감보아,19,7,8,108.0,3.58,3.44,1.35,24.6,10.3,0.5,0.311,3.32,1.31,0.226,0.321,4.14,1.4,0.244,0.317
2025,롯데,박세웅,29,11,13,160.2,4.93,3.84,1.48,21.6,7.5,0.84,0.349,4.56,1.3,0.262,0.317,5.47,1.73,0.31,0.376
2025,롯데,김원중,53,4,3,60.2,2.67,3.55,1.5,25.4,12.1,0.59,0.338,2.05,1.57,0.224,0.35,3.34,1.38,0.278,0.336
2025,롯데,홍민기,25,0,2,32.0,3.09,2.17,1.09,30.2,8.5,0.0,0.312,2.16,0.72,0.164,0.217,3.52,1.43,0.241,0.338
2025,롯데,정현수,82,2,0,47.2,3.97,4.33,1.26,23.2,12.8,0.76,0.248,5.23,1.35,0.189,0.311,3.47,1.24,0.202,0.311
2025,롯데,정철원,75,8,3,70.0,4.24,4.19,1.43,17.6,9.0,0.51,0.316,4.57,1.52,0.287,0.363,3.86,1.29,0.24,0.319
2025,롯데,이민석,20,2,5,87.1,5.26,5.66,1.83,14.6,13.4,1.03,0.33,6.0,1.69,0.299,0.376,4.69,1.92,0.286,0.4
2025,롯데,김강현,67,2,2,72.0,4.0,5.4,1.25,11.8,6.9,1.13,0.26,3.68,1.34,0.258,0.34,5.19,1.19,0.262,0.3
2025,롯데,최준용,49,4,4,54.1,5.3,3.46,1.21,26.5,6.8,0.83,0.319,5.59,1.14,0.245,0.311,5.18,1.36,0.247,0.318
2025,롯데,반즈,8,3,4,45.2,5.32,4.21,1.4,18.6,8.3,0.79,0.305,5.74,1.35,0.255,0.325,4.58,1.47,0.267,0.329
2025,롯데,송재영,46,1,0,27.0,4.0,5.49,1.59,23.1,19.8,1.0,0.246,2.7,1.95,0.296,0.406,4.43,1.48,0.164,0.341
2025,롯데,정우준,3,0,0,3.1,5.4,2.63,1.8,18.8,0.0,0.0,0.5,3.86,1.29,0.333,0.4,9.0,3.0,0.5,0.5
2025,롯데,박진,51,3,3,69.1,5.32,4.89,1.41,16.6,7.3,1.3,0.303,7.23,1.39,0.282,0.321,3.16,1.34,0.258,0.318
2025,롯데,한현희,3,0,0,8.2,6.23,5.46,1.73,19.5,4.9,2.08,0.393,13.5,1.88,0.417,0.417,3.0,1.67,0.308,0.379
2025,롯데,정성종,2,0,0,2.1,3.86,9.02,1.29,0.0,0.0,3.86,0.222,4.5,0.5,0.143,0.143,0.0,6.0,0.667,0.667
2025,롯데,윤성빈,31,1,2,27.0,7.67,3.89,1.7,33.8,15.4,1.0,0.39,6.75,1.73,0.231,0.375,8.31,1.77,0.269,0.406
2025,롯데,이영재,3,0,0,2.0,9.0,8.97,2.5,18.2,0.0,4.5,0.571,0.0,1.5,0.4,0.4,27.0,4.5,0.6,0.667
2025,롯데,김태현,1,0,0,2.0,4.5,7.82,2.5,16.7,33.3,0.0,0.167,0.0,1.5,0.0,0.333,13.5,4.5,0.333,0.5
2025,롯데,심재민,4,1,0,3.0,3.0,3.32,2.0,13.3,6.7,0.0,0.417,0.0,1.2,0.286,0.286,9.0,4.0,0.5,0.571
2025,롯데,박진형,7,0,0,5.1,8.44,5.61,2.25,17.2,10.3,1.69,0.4,13.5,2.25,0.308,0.4,3.38,2.25,0.385,0.429
2025,롯데,박준우,11,1,2,12.1,8.03,3.51,2.19,17.2,9.4,0.0,0.457,6.43,1.86,0.355,0.394,10.8,2.8,0.4,0.5
2025,롯데,구승민,11,0,1,9.0,7.0,5.31,1.78,22.2,15.6,1.0,0.308,13.5,1.5,0.278,0.35,2.08,2.31,0.235,0.435
2025,롯데,벨라스케즈,11,1,4,35.0,8.23,6.22,1.86,16.7,10.7,1.8,0.364,8.47,2.0,0.372,0.43,7.79,1.73,0.266,0.39
2025,롯데,박세현,3,0,0,3.2,14.73,6.18,2.45,19.0,4.8,2.46,0.5,7.71,1.71,0.364,0.364,27.0,3.75,0.5,0.6
2025,롯데,김상수,45,0,1,36.2,6.38,5.03,1.8,15.0,10.0,0.98,0.349,8.31,1.94,0.341,0.411,3.68,1.64,0.279,0.357
2025,롯데,박시영,11,1,0,7.1,11.05,5.31,2.45,23.8,21.4,0.0,0.429,3.6,0.8,0.118,0.25,27.0,5.57,0.5,0.667
2025,롯데,김진욱,14,1,3,27.0,10.0,8.24,2.15,17.6,11.8,3.33,0.39,6.75,1.79,0.308,0.418,15.0,2.89,0.458,0.5
2025,KT,고영표,29,11,8,161.0,3.3,3.14,1.24,22.5,4.4,0.56,0.341,3.79,1.18,0.267,0.307,2.7,1.33,0.278,0.332
2025,KT,소형준,26,10,7,147.1,3.3,2.99,1.25,19.9,4.7,0.37,0.331,3.82,1.19,0.278,0.298,3.01,1.3,0.262,0.314
2025,KT,오원석,25,11,8,132.1,3.67,4.04,1.38,20.0,9.2,0.68,0.317,2.82,1.46,0.254,0.342,4.45,1.34,0.278,0.335
2025,KT,헤이수스,32,9,9,163.2,3.96,3.65,1.33,23.2,6.2,0.94,0.332,3.29,1.23,0.247,0.302,5.1,1.39,0.289,0.333
2025,KT,패트릭,15,3,3,60.2,3.12,3.67,1.38,16.9,7.9,0.3,0.311,2.88,1.72,0.333,0.381,3.34,1.17,0.206,0.285
2025,KT,우규민,53,1,2,44.1,2.44,3.54,1.08,13.0,1.6,0.41,0.291,1.45,0.9,0.218,0.244,4.15,1.46,0.333,0.368
2025,KT,이상동,41,3,0,43.1,2.49,3.87,0.92,20.2,5.4,0.83,0.231,2.61,0.82,0.189,0.231,2.08,0.92,0.189,0.256
2025,KT,박영현,67,5,6,69.0,3.39,3.99,1.48,25.2,11.1,1.17,0.326,2.91,1.09,0.192,0.276,4.01,1.78,0.312,0.392
2025,KT,손동현,58,5,0,58.2,3.84,3.45,1.33,21.4,4.7,0.92,0.339,5.4,1.71,0.32,0.364,3.09,1.14,0.25,0.286
2025,KT,문용익,20,1,0,28.2,3.14,4.58,1.4,25.6,15.7,0.94,0.273,1.54,1.2,0.2,0.298,4.32,1.56,0.224,0.366
2025,KT,김민수,58,4,3,52.2,4.96,4.25,1.48,15.7,6.5,0.85,0.339,5.11,1.42,0.3,0.33,4.44,1.52,0.297,0.357
2025,KT,쿠에바스,18,3,10,98.1,5.4,5.63,1.53,13.5,10.3,1.19,0.287,5.51,1.16,0.224,0.299,5.4,1.86,0.303,0.393
2025,KT,주권,34,0,1,40.2,4.43,4.65,1.5,10.8,7.4,0.66,0.326,1.65,1.65,0.323,0.38,6.46,1.44,0.293,0.34
2025,KT,최용준,7,1,0,9.0,2.0,2.89,1.67,12.8,5.1,0.0,0.406,2.7,1.35,0.292,0.346,0.0,2.57,0.462,0.462
2025,KT,원상현,52,0,3,57.0,5.21,5.52,1.6,17.4,13.5,1.26,0.286,4.39,1.54,0.255,0.353,6.35,1.62,0.257,0.357
2025,KT,박건우,6,0,0,6.2,2.7,4.25,1.2,32.1,14.3,1.35,0.214,0.0,0.75,0.111,0.2,4.5,1.5,0.2,0.333
2025,KT,조이현,3,1,2,11.2,5.4,5.59,1.46,6.0,0.0,1.54,0.341,4.05,1.2,0.296,0.321,7.71,1.71,0.4,0.4
2025,KT,전용주,21,0,1,13.2,3.95,3.55,1.83,16.7,10.6,0.0,0.375,0.0,2.0,0.333,0.4,4.91,1.64,0.283,0.346
2025,KT,배제성,8,2,3,27.0,5.67,3.86,1.81,18.1,8.7,0.67,0.4,3.52,1.43,0.29,0.333,8.74,2.12,0.36,0.429
2025,KT,강백호,1,0,0,1.0,18.0,16.52,4.0,14.3,14.3,9.0,0.5,13.5,3.0,0.5,0.5,27.0,6.0,0.5,0.667
2025,KT,한차현,2,0,0,1.2,16.2,6.26,3.6,9.1,18.2,0.0,0.5,0.0,6.0,0.0,0.667,20.25,3.0,0.5,0.5
2025,KT,김재원,4,0,0,4.1,10.38,8.26,2.54,16.7,33.3,0.0,0.273,10.8,1.8,0.2,0.4,9.0,5.0,0.25,0.667
2025,KT,이채호,10,0,0,11.2,6.17,4.87,1.46,15.1,9.4,0.77,0.306,4.05,1.35,0.28,0.345,9.64,1.71,0.313,0.409
2025,KT,김동현,3,0,0,3.1,13.5,10.94,3.0,21.1,15.8,5.4,0.5,13.5,1.88,0.364,0.417,13.5,7.5,0.6,0.714
2025,KT,이정현,6,0,0,4.1,16.62,5.88,3.0,11.1,14.8,0.0,0.474,22.5,3.5,0.545,0.538,11.57,2.57,0.3,0.5
2025,KT,최동환,20,1,1,18.2,8.68,7.32,2.09,9.9,13.2,1.93,0.354,11.25,2.0,0.324,0.41,6.1,1.94,0.325,0.429
2025,KT,임준형,5,0,0,4.0,9.0,6.22,3.0,16.7,20.8,0.0,0.5,0.0,0.0,0.0,0.25,3.0,3.33,0.385,0.556
2025,KT,강건,2,0,1,3.2,24.55,13.46,3.82,3.8,26.9,2.46,0.429,18.0,2.5,0.5,0.556,32.4,5.4,0.5,0.667
2025,두산,잭로그,30,10,8,176.0,2.81,3.26,1.05,21.6,5.4,0.41,0.281,3.62,1.27,0.26,0.323,1.86,0.68,0.165,0.213
2025,두산,콜어빈,28,8,12,144.2,4.48,4.59,1.53,19.7,12.2,0.56,0.332,4.23,1.49,0.239,0.37,4.55,1.5,0.29,0.374
2025,두산,곽빈,19,5,7,109.1,4.2,3.71,1.25,23.0,8.8,0.74,0.286,2.89,0.71,0.166,0.195,4.88,1.63,0.252,0.36
2025,두산,최승용,23,5,7,116.1,4.41,4.37,1.35,14.0,7.1,0.62,0.297,5.09,1.45,0.277,0.34,4.02,1.34,0.263,0.322
2025,두산,최민석,17,3,3,77.2,4.4,4.85,1.36,15.9,10.2,0.81,0.281,3.52,1.17,0.192,0.298,5.11,1.57,0.293,0.373
